aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,a,g,m,isRoll,isPick,isDrop,isNone
0.021284235,0.001444834,-0.022411884,0.043521867,-0.215297919,0.028902462,0.097988137,0.733062192,-0.146057788,0.03094196,0.221547734,0.75386652,1,0,0,0
0.010906619,7.04E-05,-0.014958937,0.043068188,-0.207307698,0.026900018,0.099836969,0.734217712,-0.143284539,0.018512925,0.213436272,0.754700953,1,0,0,0
0.006642483,-0.000880829,-0.011258806,0.042806149,-0.196313812,0.027830841,0.102379114,0.732599983,-0.143053435,0.013102016,0.202845221,0.753424518,1,0,0,0
0.006853939,-0.001109967,-0.01448334,0.04166022,-0.186082575,0.025828398,0.106307884,0.732599983,-0.144671164,0.016061688,0.192430166,0.754277036,1,0,0,0
0.009496787,-0.001620927,-0.022852479,0.040921036,-0.178358304,0.026137368,0.109312237,0.732599983,-0.144671164,0.024800334,0.184850603,0.754706331,1,0,0,0
0.011734764,-0.002096885,-0.031997079,0.040232696,-0.170723987,0.02733023,0.109312237,0.732599983,-0.144671164,0.034145565,0.177517434,0.754706331,1,0,0,0
0.01295046,-0.00380586,-0.042216283,0.039419203,-0.163429929,0.026544115,0.109312237,0.732599983,-0.144671164,0.044321828,0.17019991,0.754706331,1,0,0,0
0.024860956,-0.00965556,-0.040683402,0.015999996,-0.171201132,0.03348227,0.108156717,0.731444463,-0.136813625,0.048645865,0.175178642,0.751948699,1,0,0,0
0.022905523,-0.008281092,-0.043062109,0.009014909,-0.179453391,0.03627083,0.109543341,0.730057838,-0.137738041,0.049472928,0.183305749,0.750970012,1,0,0,0
0.015452216,-0.017090825,-0.061016443,0.009468587,-0.190517676,0.026993882,0.110236654,0.732368879,-0.13427148,0.065221761,0.192653094,0.752691919,1,0,0,0
0.010131157,-0.014817846,-0.045123632,-0.0029802,-0.1943583,0.020747978,0.110236654,0.732368879,-0.13427148,0.04856287,0.195484675,0.752691919,1,0,0,0
-0.000211457,-0.011752085,-0.024614497,-0.013305301,-0.193740359,0.022656558,0.110467758,0.733986608,-0.132191543,0.027276831,0.195512052,0.753932404,1,0,0,0
-0.018271518,0.004263775,-0.025935921,-0.012855533,-0.176351949,0.019699824,0.115320944,0.731675567,-0.131960439,0.032010791,0.177912448,0.752370662,1,0,0,0
-0.017901289,0.003876225,-0.030058966,-0.004532876,-0.161212378,0.018315322,0.115320944,0.731675567,-0.131960439,0.035199601,0.162311376,0.752370662,1,0,0,0
-0.011294169,0.002219934,-0.039044793,0.004173062,-0.146495198,0.022441451,0.115783152,0.7335244,-0.128031669,0.040706135,0.14826298,0.753562135,1,0,0,0
-0.010624436,-0.002079204,-0.039538072,0.00856123,-0.14363624,0.023321432,0.113241007,0.730982255,-0.124334003,0.04099337,0.145767748,0.750078347,1,0,0,0
-0.013655195,-0.001515199,-0.03518625,0.012519185,-0.143874812,0.018506962,0.114165423,0.731675567,-0.124565108,0.037773527,0.145599574,0.750932317,1,0,0,0
-0.017742877,-0.001568244,-0.03074602,0.015550228,-0.141105808,0.017361032,0.115783152,0.73467992,-0.12641394,0.035533024,0.143018298,0.754414215,1,0,0,0
-0.019469532,-0.002184932,-0.03074602,0.017646537,-0.138078676,0.016238569,0.117631985,0.73467992,-0.12525842,0.036457516,0.140147607,0.754507482,1,0,0,0
-0.022852479,-0.003224534,-0.031838306,0.018933264,-0.134144186,0.014998774,0.117631985,0.73467992,-0.12525842,0.039323007,0.136303071,0.754507482,1,0,0,0
-0.023099298,-0.003189171,-0.032155491,0.020818377,-0.12949398,0.011686137,0.119018609,0.735604337,-0.122716275,0.039720661,0.131676331,0.755207557,1,0,0,0
-0.022130062,-0.002061522,-0.029389233,0.023943284,-0.12739376,0.011826934,0.115552048,0.733986608,-0.120405234,0.036847231,0.130162765,0.752719096,1,0,0,0
-0.022658703,-0.001744337,-0.02477291,0.025898796,-0.126893149,0.009585918,0.11624536,0.733986608,-0.116938672,0.033617645,0.129861616,0.752279189,1,0,0,0
-0.024649861,-0.001409471,-0.023980127,0.02885553,-0.125035413,0.006488388,0.114396527,0.733986608,-0.115783152,0.034418727,0.128484936,0.751816895,1,0,0,0
-0.027838671,-0.003946951,-0.024033172,0.030740643,-0.123365406,0.00431777,0.114627631,0.73467992,-0.113934319,0.036988683,0.127209942,0.752246707,1,0,0,0
-0.029177776,-0.003488675,-0.024403041,0.032312874,-0.123721309,0.000786116,0.112316591,0.736528753,-0.114858736,0.038197162,0.127874816,0.753844911,1,0,0,0
-0.034199331,-0.004968871,-0.023909762,0.035985325,-0.119739888,-0.001599609,0.112316591,0.736528753,-0.114858736,0.042023229,0.125039324,0.753844911,1,0,0,0
-0.037829098,-0.008193045,-0.014183837,0.039419203,-0.111057416,0.001478367,0.110236654,0.735373233,-0.110467758,0.04122323,0.117854775,0.751750648,1,0,0,0
-0.036683767,-0.012263045,-0.013690197,0.038539223,-0.092171085,0.007536542,0.111854382,0.737222065,-0.110929966,0.041030537,0.100188683,0.753865528,1,0,0,0
-0.040982906,-0.013355691,-0.010060792,0.031694932,-0.066201891,0.015835733,0.111854382,0.737222065,-0.110929966,0.044262649,0.075087735,0.753865528,1,0,0,0
-0.052400485,-0.009126918,-0.007664403,0.01826839,-0.03550818,0.019171836,0.110698862,0.735373233,-0.109312237,0.053738868,0.044296249,0.751649649,1,0,0,0
-0.039925983,-0.006396024,0.005179967,0.010063063,-0.011377167,0.013496941,0.109543341,0.735373233,-0.110467758,0.040765314,0.020317766,0.751649293,1,0,0,0
-0.022958207,0.000334867,-0.009849335,0.000786116,0.012354922,0.00672696,0.110236654,0.738377586,-0.109774445,0.024984005,0.014091417,0.754588635,1,0,0,0
-0.035855622,-0.006360661,-0.020174268,-0.006773892,0.017075528,-0.000117331,0.110236654,0.738377586,-0.109774445,0.041630266,0.018370076,0.754588635,1,0,0,0
-0.035027477,-0.007735129,-0.026006287,-0.002886335,0.008537764,-0.008205327,0.111623278,0.739302002,-0.109543341,0.044306673,0.012186748,0.755663252,1,0,0,0
-0.028296947,-0.002607846,-0.024297312,0.000571009,0.000168174,-0.011901244,0.112085486,0.735604337,-0.110236654,0.037388142,0.011916888,0.75221607,1,0,0,0
-0.035238933,0.000229138,-0.011047349,-0.000809582,0.003289171,-0.02511268,0.112085486,0.735604337,-0.110236654,0.036930587,0.02533952,0.75221607,1,0,0,0
-0.030199697,0.00102192,-0.018112745,0.004102663,0.009421655,-0.032121234,0.11116107,0.736528753,-0.109312237,0.035229912,0.033724753,0.752848293,1,0,0,0
-0.028737542,-0.003664768,-0.019504895,0.012566118,0.012902466,-0.034698598,0.110929966,0.738146482,-0.111854382,0.034924635,0.039094588,0.75476956,1,0,0,0
-0.032737177,-0.008034633,-0.020438769,0.018647759,0.010923488,-0.031859195,0.112778799,0.733986608,-0.1072323,0.039421157,0.038496202,0.750302715,1,0,0,0
-0.032296582,-0.008651321,-0.019434169,0.018815933,0.009992664,-0.034651666,0.111854382,0.738377586,-0.109312237,0.03867312,0.040678553,0.754759582,1,0,0,0
-0.031909032,-0.007347218,-0.020544497,0.017290634,0.011302857,-0.037416759,0.113009903,0.737684273,-0.110467758,0.038655439,0.042739662,0.754421932,1,0,0,0
-0.028349631,-0.009162281,-0.018623706,0.017982885,0.009801024,-0.039516979,0.110698862,0.736528753,-0.110929966,0.03513537,0.044507445,0.753016799,1,0,0,0
-0.028173537,-0.012386455,-0.017302282,0.018694691,0.010446343,-0.039970658,0.110698862,0.736528753,-0.110929966,0.035306412,0.045344404,0.753016799,1,0,0,0
-0.028015125,-0.009725925,-0.01982208,0.019461252,0.009660227,-0.040134921,0.108156717,0.737453169,-0.111392174,0.035670146,0.04563773,0.753620109,1,0,0,0
-0.026746385,-0.010853574,-0.019487214,0.020794911,0.008252259,-0.041519423,0.110929966,0.735142128,-0.110236654,0.034826845,0.047163029,0.75159266,1,0,0,0
-0.0315038,-0.010536389,-0.019416849,0.020439008,0.009183083,-0.043615731,0.110929966,0.735142128,-0.110236654,0.038477541,0.04903641,0.75159266,1,0,0,0
-0.030587608,-0.010060792,-0.020191949,0.019484718,0.012210215,-0.046525533,0.110698862,0.736066545,-0.109312237,0.038006995,0.051899279,0.752327961,1,0,0,0
-0.025971284,-0.01562867,-0.011681719,0.009108773,0.003340014,-0.063816166,0.110236654,0.736066545,-0.113241007,0.032484223,0.064547528,0.752841022,1,0,0,0
-0.026217743,-0.014412614,-0.02401549,0.004841847,-0.003457345,-0.065439241,0.110929966,0.738146482,-0.109543341,0.038364595,0.065709102,0.754430533,1,0,0,0
-0.026394198,-0.014289565,-0.020209631,0.003050598,-0.00799022,-0.070042515,0.110929966,0.738146482,-0.109543341,0.036183993,0.070562681,0.754430533,0,1,0,0
-0.030728338,-0.02338112,-0.012368773,-0.009468587,-0.014498163,-0.083754563,0.109774445,0.733293296,-0.111392174,0.040544837,0.085526256,0.749785104,0,1,0,0
-0.028261584,-0.017742877,-0.016985097,-0.014498163,-0.017482274,-0.091001689,0.11116107,0.736528753,-0.112778799,0.037443712,0.09379416,0.753359439,0,1,0,0
-0.025988605,-0.024649861,-0.023257711,-0.007892445,-0.014713269,-0.088260062,0.11116107,0.736528753,-0.112778799,0.042707757,0.089824471,0.753359439,0,1,0,0
-0.031080887,-0.023081617,-0.017161551,0.000355903,-0.000809582,-0.069682701,0.111623278,0.732137775,-0.113009903,0.04234727,0.069686612,0.749170686,0,1,0,0
-0.032261219,-0.025372277,-0.016104268,0.018483496,0.005483255,-0.039301873,0.109312237,0.733293296,-0.110236654,0.044089443,0.043776083,0.749546758,0,1,0,0
-0.037071318,-0.025389598,-0.01372556,0.032027369,0.0044351,-0.012949398,0.109081133,0.733062192,-0.109774445,0.046981997,0.034831573,0.749219126,0,1,0,0
-0.033476915,-0.025988605,-0.010906619,0.028976771,0.004458567,-0.001955512,0.110929966,0.733293296,-0.108387821,0.043761432,0.029383518,0.749514799,0,1,0,0
-0.035344662,-0.034516517,-0.009919701,0.025707156,0.004028354,0.008705938,0.110698862,0.731213359,-0.113934319,0.050388759,0.027439739,0.748270167,0,1,0,0
-0.034234695,-0.039696845,-0.009549832,0.027760443,0.001646541,0.008893667,0.111854382,0.7335244,-0.111623278,0.053282757,0.029195789,0.75035272,0,1,0,0
-0.036014395,-0.04357307,-0.006730529,0.029762887,-0.007059397,-0.003578586,0.111854382,0.7335244,-0.111623278,0.056929483,0.030795397,0.75035272,0,1,0,0
-0.037723369,-0.044048667,-0.006378342,0.027999015,-0.017098994,-0.018933264,0.112085486,0.732137775,-0.110698862,0.058344005,0.03787826,0.748894596,0,1,0,0
-0.036895224,-0.038727608,-0.009073874,0.022034705,-0.023489606,-0.029141034,0.109081133,0.731213359,-0.108156717,0.054253437,0.043431913,0.747174374,0,1,0,0
-0.038163964,-0.039238568,-0.010888937,0.014189192,-0.022371053,-0.032265942,0.108618925,0.735604337,-0.111854382,0.055809773,0.041746262,0.751946284,0,1,0,0
-0.038128601,-0.037952507,-0.012051588,0.007536542,-0.02232021,-0.033982881,0.111854382,0.731675567,-0.112085486,0.055131018,0.041351249,0.748614517,0,1,0,0
-0.037388503,-0.037406184,-0.01258023,0.005698361,-0.021581026,-0.035867994,0.112778799,0.731444463,-0.112316591,0.054363496,0.042246873,0.748562006,0,1,0,0
-0.035802938,-0.036049397,-0.011840492,0.010469809,-0.023751644,-0.036083101,0.108387821,0.731675567,-0.112085486,0.052169181,0.044448779,0.748104412,0,1,0,0
-0.03442847,-0.036366582,-0.011153078,0.015311656,-0.027924706,-0.037940837,0.108387821,0.731675567,-0.112085486,0.051305312,0.04953702,0.748104412,0,1,0,0
-0.033811781,-0.037106681,-0.011575991,0.023110236,-0.033458804,-0.038777796,0.108387821,0.730057838,-0.110467758,0.051518573,0.056189671,0.746281108,0,1,0,0
-0.033759097,-0.037476549,-0.012545228,0.027760443,-0.039466136,-0.037702264,0.109312237,0.72844011,-0.109543341,0.051976489,0.061234891,0.744697188,0,1,0,0
-0.033671051,-0.037670685,-0.014377612,0.030380829,-0.040256162,-0.037510624,0.109312237,0.72844011,-0.109543341,0.052531111,0.062854055,0.744697188,0,1,0,0
-0.032261219,-0.037846779,-0.015240759,0.032574913,-0.043568799,-0.037201653,0.108156717,0.730982255,-0.112316591,0.052014017,0.065904653,0.747427554,0,1,0,0
-0.03113357,-0.038392741,-0.015804764,0.035985325,-0.043165964,-0.036986547,0.108618925,0.730288942,-0.109081133,0.051894937,0.067277422,0.746336857,0,1,0,0
-0.03035847,-0.038815655,-0.016527181,0.037749196,-0.043451468,-0.037084322,0.107925613,0.731675567,-0.112085486,0.051975406,0.068470284,0.748037586,0,1,0,0
-0.028878273,-0.038533833,-0.016809003,0.037846972,-0.043975545,-0.036607178,0.107925613,0.731675567,-0.112085486,0.051003643,0.068603259,0.748037586,0,1,0,0
-0.028807907,-0.037917144,-0.017373008,0.035222675,-0.04426105,-0.037846972,0.105152364,0.732599983,-0.111854382,0.050689345,0.068059627,0.74851263,0,1,0,0
-0.027750624,-0.037688006,-0.016333406,0.034104123,-0.041613287,-0.036176965,0.10214801,0.731213359,-0.107001196,0.049570718,0.064833032,0.746027109,0,1,0,0
-0.027204662,-0.036771814,-0.014923574,0.033005125,-0.041065744,-0.035961859,0.10214801,0.731213359,-0.107001196,0.048114337,0.063788789,0.746027109,0,1,0,0
-0.025460324,-0.036225852,-0.013073509,0.03424492,-0.04001759,-0.034913705,0.104459051,0.732368879,-0.108850029,0.046167564,0.063190403,0.747746078,0,1,0,0
-0.024508769,-0.035521116,-0.011998904,0.035821062,-0.040326561,-0.03443656,0.105152364,0.733293296,-0.108387821,0.044792735,0.063996073,0.748681505,0,1,0,0
-0.023962446,-0.033388868,-0.010466024,0.037987769,-0.040373493,-0.034792463,0.104690155,0.732137775,-0.109081133,0.042409336,0.065450974,0.747585744,0,1,0,0
-0.022958207,-0.032789861,-0.008809733,0.039704708,-0.041566355,-0.032289408,0.105152364,0.731444463,-0.108387821,0.040986153,0.06593203,0.746870766,0,1,0,0
-0.02299357,-0.033018999,-0.009197284,0.03994328,-0.0420435,-0.029356141,0.102379114,0.733293296,-0.107925613,0.04127411,0.065001206,0.748230231,0,1,0,0
-0.021883603,-0.033494596,-0.009073874,0.041804928,-0.040995346,-0.029977993,0.102841323,0.732599983,-0.109081133,0.041025846,0.0657795,0.747781898,0,1,0,0
-0.021266914,-0.033741416,-0.009708244,0.043666575,-0.040612065,-0.029187967,0.102841323,0.732599983,-0.109081133,0.041048941,0.066393531,0.747781898,0,1,0,0
-0.02109046,-0.033353866,-0.00838682,0.043498401,-0.037510624,-0.025374719,0.103996843,0.733293296,-0.10607678,0.040343844,0.062795389,0.748188936,0,1,0,0
-0.020421088,-0.033600324,-0.008615958,0.041210452,-0.035269608,-0.02453776,0.100068073,0.732137775,-0.105152364,0.040252189,0.059533596,0.74638888,0,1,0,0
-0.019628305,-0.032930952,-0.006889302,0.036892682,-0.034815929,-0.026375941,0.100068073,0.732137775,-0.105152364,0.038950973,0.057175249,0.74638888,0,1,0,0
-0.019081982,-0.031715257,-0.005638244,0.033626978,-0.032003903,-0.025589825,0.099605865,0.732137775,-0.103303531,0.037440104,0.053010009,0.74606881,0,1,0,0
-0.017936652,-0.030887111,-0.004915827,0.032743087,-0.031812263,-0.024635535,0.097294824,0.734448816,-0.106770092,0.036054088,0.051875812,0.748519338,0,1,0,0
-0.010483705,-0.021531055,0.000616689,0.026137368,-0.024350031,-0.017955508,0.09197943,0.732137775,-0.099836969,0.02395559,0.039982391,0.744616249,0,1,0,0
-0.009867017,-0.020473771,0.000792782,0.024134924,-0.022011239,-0.012401855,0.098450345,0.733293296,-0.10607678,0.022741338,0.034941082,0.747438165,0,1,0,0
-0.011540628,-0.020174268,-0.001215696,0.021080415,-0.016813489,-0.005698361,0.100761386,0.733293296,-0.105614572,0.023273588,0.027560981,0.747680648,0,1,0,0
-0.011857813,-0.020050858,-0.002519438,0.019746756,-0.013450009,-0.000621853,0.097988137,0.735373233,-0.104690155,0.023430557,0.023900263,0.749223261,0,1,0,0
-0.013196919,-0.022411884,-0.00317149,0.01597653,-0.013426543,0.004650207,0.096601512,0.735604337,-0.102841323,0.026201505,0.021381564,0.749013972,0,1,0,0
-0.008968506,-0.020509134,-0.003876225,0.013571251,-0.01173307,0.002624297,0.096601512,0.735604337,-0.102841323,0.022717522,0.018131504,0.749013972,0,1,0,0
-0.007911223,-0.018007017,-0.004387185,0.008682472,-0.005651429,0.007321436,0.096601512,0.735604337,-0.102841323,0.020151534,0.012687359,0.749013972,0,1,0,0
-0.006448707,-0.016879368,-0.003576721,0.006938155,0.001572231,0.015358588,0.097757032,0.733293296,-0.103996843,0.018419827,0.016926909,0.747054776,0,1,0,0
-0.005708609,-0.016738638,-0.003365265,0.005698361,0.005033487,0.023059393,0.096370408,0.733062192,-0.101454698,0.018002687,0.024279632,0.746297855,0,1,0,0
-0.00419341,-0.013196919,0.001391789,0.003695917,0.010133461,0.04464433,0.089206181,0.730982255,-0.098912553,0.013916809,0.045927146,0.743018501,0,1,0,0
-0.000616689,-0.004299138,-0.001515199,0.00875287,0.005627962,0.049482266,0.089206181,0.730982255,-0.098912553,0.004599724,0.05056562,0.743018501,0,1,0,0
-0.001550562,-0.00419341,-0.001163012,0.019484718,0.001384502,0.051821058,0.096601512,0.731444463,-0.10214801,0.004619571,0.055380089,0.744833586,0,1,0,0
