aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,a,g,m,isRoll,isPick,isDrop,isNone
25.39,30.76,-944.82,-30.43,-50.61,-36.4,151.05,233.55,-46.8,945.6614945,69.37086564,282.0495435,1,0,0,0
30.76,42.48,-936.04,-23.29,-48.54,-45.79,149.85,234.3,-47.55,937.5081918,70.67729338,282.1568978,1,0,0,0
49.32,76.17,-965.33,-18.66,-48.41,-50.98,149.85,234.3,-47.55,969.5856539,72.73708889,282.1568978,1,0,0,0
79.1,91.31,-983.89,-17.68,-47.38,-54.39,150.3,232.35,-45.75,991.2789003,74.26788606,280.4811491,1,0,0,0
123.05,106.93,-970.7,-15,-45.85,-55.91,149.7,233.4,-48.15,984.2935626,73.84545077,281.432181,1,0,0,0
158.2,91.8,-991.21,-16.77,-45.06,-54.7,149.7,233.4,-48.15,1007.944316,72.8266881,281.432181,1,0,0,0
181.15,70.8,-951.17,-14.09,-37.07,-55.73,150.45,234.9,-48.9,970.8513436,68.39989693,283.2038533,1,0,0,0
210.45,51.27,-909.67,-15,-32.56,-54.15,149.85,233.1,-47.55,935.1028416,64.94132814,281.161226,1,0,0,0
173.34,42.48,-850.1,-16.71,-31.04,-54.76,148.05,235.5,-46.8,868.6318645,65.1257499,282.0802944,1,0,0,0
184.08,48.34,-805.66,-18.96,-30.49,-53.48,148.05,235.5,-46.8,827.834668,64.4145333,282.0802944,1,0,0,0
168.95,41.5,-782.23,-22.93,-32.07,-51.04,148.8,235.95,-47.55,801.3427016,64.49303373,282.9749901,1,0,0,0
185.06,41.99,-748.54,-31.65,-37.26,-49.33,147.45,235.65,-49.2,772.2192016,69.45127069,282.2996015,1,0,0,0
171.88,49.8,-707.52,-44.39,-40.12,-44.51,147.45,235.65,-49.2,729.79951,74.57363207,282.2996015,1,0,0,0
180.18,47.36,-698.24,-56.22,-39.94,-44.7,147.9,233.7,-48.9,722.6665203,82.18261373,280.8581671,1,0,0,0
191.41,46.39,-696.78,-60.06,-37.38,-45.55,146.7,235.35,-48.45,724.0802363,84.13840086,281.5278228,1,0,0,0
185.06,57.13,-696.29,-57.56,-33.48,-45,146.7,235.35,-48.45,722.7245704,80.36830221,281.5278228,1,0,0,0
179.2,86.43,-719.24,-55.85,-30.37,-51.83,147.9,235.65,-49.65,746.249933,82.02382764,282.6136143,1,0,0,0
217.29,84.47,-732.91,-51.22,-29.45,-51.04,147,235.65,-49.65,769.0950482,78.07606868,282.1436602,1,0,0,0
290.04,124.02,-826.17,-48.29,-26.4,-56.65,147,234,-50.1,884.3421458,78.98168522,280.8469512,1,0,0,0
335.94,157.71,-866.21,-50.18,-17.68,-57.68,147.9,234.9,-50.4,942.36293,78.47035874,282.1215695,1,0,0,0
376.46,155.27,-860.84,-52.26,-8.23,-55.85,147.9,234.9,-49.95,952.3005881,76.92894774,282.0415262,1,0,0,0
399.41,195.31,-873.54,-66.52,3.78,-56.83,148.8,235.5,-52.05,980.1767574,87.57195727,283.3917651,1,0,0,0
436.04,208.01,-901.86,-84.76,10.79,-48.48,148.8,235.5,-52.05,1023.108255,98.23946305,283.3917651,1,0,0,0
468.26,220.21,-994.14,-96.46,12.38,-44.33,148.95,234.6,-51.45,1120.747167,106.8781778,282.6134551,1,0,0,0
474.12,278.81,-1157.23,-95,15.3,-41.77,146.55,234,-50.55,1281.29078,104.8991082,280.6923672,1,0,0,0
355.96,348.14,-1530.27,-62.44,9.82,-45.3,148.2,233.7,-50.7,1609.234369,77.76423342,281.3350671,1,0,0,0
296.39,363.28,-1565.92,-34.45,8.78,-50.37,147,234,-50.55,1634.602348,61.65247602,280.9275752,1,0,0,0
273.44,383.79,-1451.66,-11.04,17.74,-55.79,147.45,232.65,-51.45,1526.230963,59.57443495,280.2046172,1,0,0,0
273.93,391.6,-1296.88,5.12,34.51,-59.94,147.45,232.65,-51.45,1382.130941,69.35386146,280.2046172,1,0,0,0
258.3,384.77,-1127.44,12.01,61.59,-65.49,147.75,233.1,-50.55,1218.969974,90.70010088,280.5725842,1,0,0,0
210.45,336.43,-1076.17,12.8,78.41,-65.06,147.45,234.9,-50.7,1147.003146,102.6877388,281.9397143,1,0,0,0
116.7,271.48,-1036.13,13.05,95.18,-60.98,147.45,234.9,-50.7,1077.444039,113.7896977,281.9397143,1,0,0,0
77.64,214.36,-1034.18,17.07,100.85,-53.66,147.45,234.9,-50.7,1059.012017,115.5054241,281.9397143,1,0,0,0
44.92,207.52,-1083.98,27.74,99.51,-50.06,148.8,235.05,-48.75,1104.579104,114.7943871,282.4296461,1,0,0,0
9.77,229.98,-1146,38.11,96.16,-45.3,148.8,235.95,-49.05,1168.889325,112.9212456,283.230904,1,0,0,0
-41.02,247.56,-1256.84,50.61,102.13,-42.01,148.8,235.95,-49.05,1281.645575,121.4773604,283.230904,1,0,0,0
-49.32,277.83,-1291.02,58.96,114.88,-35.73,149.4,236.55,-48.15,1321.49711,133.9788375,283.8920305,1,0,0,0
-84.96,314.45,-1303.71,65.43,123.54,-38.11,149.55,237.45,-48.3,1343.784495,144.8985459,284.7465452,1,0,0,0
-116.7,317.87,-1314.94,63.78,127.32,-34.45,149.55,237.45,-48.3,1357.839251,146.5096355,284.7465452,1,0,0,0
-142.09,321.29,-1312.01,59.94,122.87,-37.44,152.1,237.45,-47.25,1358.229389,141.7448204,285.918651,1,0,0,0
-153.81,314.94,-1292.48,54.63,114.76,-38.23,153.3,238.2,-45,1339.159912,132.72463,286.8189847,1,0,0,0
-142.09,318.36,-1289.55,47.13,99.33,-36.65,153.3,238.2,-45,1335.844999,115.8917957,286.8189847,1,0,0,0
-150.88,311.52,-1274.41,38.9,68.84,-35.49,152.7,238.8,-46.65,1320.579544,86.67003923,287.2611225,1,0,0,0
-105.47,325.68,-1304.2,20.85,17.74,-24.33,151.8,238.65,-45.75,1348.380148,36.6248413,286.5137431,1,0,0,0
74.71,363.28,-1194.34,11.34,-8.23,-17.38,153.3,240.6,-43.95,1250.600647,22.324715,288.6535163,1,0,0,0
157.71,426.76,-1595.21,5.06,-28.48,-20.55,153.3,240.6,-43.95,1658.822319,35.48262251,288.6535163,1,0,0,0
379.88,594.73,-1789.06,16.59,-34.15,-18.17,154.8,240.15,-47.55,1923.213007,42.09037301,289.6481745,1,0,0,0
523.93,665.04,-2151.86,32.07,-32.5,-25.49,154.35,242.55,-47.25,2312.419146,52.29220783,291.3537154,1,0,0,0
683.11,691.89,-2365.72,47.5,-35.61,-29.33,152.1,240.6,-48,2557.729885,66.21609321,288.6637663,1,0,0,0
750.98,685.55,-2569.34,72.38,-28.96,-32.87,152.1,240.6,-48,2763.233215,84.60486334,288.6637663,1,0,0,0
875.98,760.74,-2513.67,108.41,-38.78,-26.16,154.65,242.25,-49.65,2768.501973,118.0718514,291.6621462,1,0,0,0
992.68,839.36,-2470.21,124.51,-61.46,-23.78,154.65,242.25,-49.65,2791.393243,140.8742705,291.6621462,1,0,0,0
1111.33,870.61,-2524.41,137.44,-88.17,-23.23,151.8,242.55,-48,2892.345413,164.9343366,290.1340078,1,0,0,0
1163.57,830.57,-2610.35,149.76,-117.26,-20.61,150.45,242.7,-47.4,2976.183595,191.3184186,289.4568232,1,0,0,0
1088.87,721.68,-2561.04,172.56,-143.41,-15.91,150.15,243.45,-48.45,2874.958396,224.9366795,290.1039943,1,0,0,0
994.63,684.08,-2299.32,198.84,-164.27,-6.65,150.15,243.45,-48.45,2596.945657,258.0042655,290.1039943,1,0,0,0
858.4,643.07,-1934.57,228.41,-189.27,-2.2,149.55,245.25,-51.6,2212.001508,296.6464242,291.8481197,1,0,0,0
633.79,602.05,-1395.51,253.48,-220.79,2.32,150.6,246.45,-53.85,1646.694303,336.1632295,293.7988853,1,0,0,0
492.68,611.82,-1008.79,264.63,-242.2,5.06,150.6,246.45,-53.85,1278.559564,358.7693974,293.7988853,1,0,0,0
336.43,604.98,-614.26,263.96,-267.56,0.18,148.05,249.45,-56.85,925.4735506,375.85006,295.5943631,1,0,0,0
205.08,568.85,-261.23,262.62,-284.27,-12.93,148.05,249.45,-56.85,658.7026961,387.2284625,295.5943631,1,0,0,0
71.29,562.5,225.1,257.01,-316.95,-21.52,145.65,250.8,-58.05,610.0479687,408.6251987,295.77756,1,0,0,0
103.03,477.05,575.2,252.87,-343.84,-41.71,145.95,250.05,-60.6,754.3519891,428.8460174,295.8019016,1,0,0,0
334.47,379.88,898.44,252.07,-338.66,-73.9,144.75,250.65,-63.45,1031.199995,428.591986,296.3172076,0,1,0,0
677.73,216.31,1172.85,264.33,-300.61,-115.18,144.45,249.3,-63.6,1371.745272,416.5370973,295.0614385,0,1,0,0
791.5,61.04,1460.45,279.02,-261.71,-125.49,144.45,249.3,-63.6,1662.261211,402.6065382,295.0614385,0,1,0,0
945.8,-271.48,2046.39,296.34,-175.49,-108.54,145.2,253.65,-70.2,2270.671941,361.1025717,300.5817734,0,1,0,0
992.68,-474.12,2677.73,300.43,-97.87,-74.09,145.5,253.05,-71.55,2894.899188,324.5397509,300.53944,0,1,0,0
838.87,-502.93,3399.9,284.15,5.55,-36.34,144.3,253.05,-72.3,3537.790479,286.5180982,300.1401048,0,1,0,0
351.56,-473.63,4454.1,227.26,124.09,8.05,144.9,254.7,-73.5,4492.986381,259.0564383,302.109831,0,1,0,0
-232.91,-618.16,5295.41,121.46,215.43,30.67,145.65,254.4,-73.5,5336.453497,249.2052676,302.2176906,0,1,0,0
-757.81,-716.31,5764.65,-46.34,268.96,23.72,144.75,252.3,-71.85,5858.204984,273.9516665,299.6168804,0,1,0,0
-708.98,-369.14,5226.07,-249.94,266.77,11.52,144.75,252.3,-71.85,5286.844487,365.7443737,299.6168804,0,1,0,0
39.06,186.04,3981.93,-396.77,267.8,6.65,144.15,253.65,-66.9,3986.464987,478.7353083,299.321157,0,1,0,0
688.96,739.26,2591.31,-480.85,261.28,26.83,145.8,252.3,-67.5,2781.377131,547.908578,299.1139916,0,1,0,0
790.53,975.1,1957.03,-501.77,257.32,49.09,144.45,251.25,-65.1,2325.021314,566.0358146,297.0359827,0,1,0,0
802.73,1387.7,585.94,-495.85,245.73,75.98,145.65,250.05,-61.8,1706.872118,558.5905619,295.9022896,0,1,0,0
711.91,1607.91,-561.52,-423.11,289.51,72.38,146.25,250.65,-60.15,1845.940174,517.7615055,296.3654965,0,1,0,0
524.9,1674.8,-1404.3,-364.02,380.18,64.7,147.15,249,-57.75,2247.78414,530.3145131,294.9392904,0,1,0,0
177.25,1817.87,-2550.29,-238.35,502.62,54.27,147.15,249,-57.75,3136.885077,558.9121754,294.9392904,0,1,0,0
5.86,1943.85,-3104.49,-145.06,585.37,-3.29,150.15,247.05,-55.05,3662.846615,603.0847906,294.2944571,0,1,0,0
348.14,2312.99,-3257.32,-104.27,628.35,-85.24,151.35,244.05,-50.85,4010.144359,642.6210493,291.6383848,0,1,0,0
1874.02,2482.91,-4272.46,-129.76,442.62,-184.82,153.45,245.4,-48.45,5284.951039,496.8989378,293.4543661,0,1,0,0
3261.23,2466.8,-5535.16,-130.91,290.85,-220.98,156.45,246.6,-46.35,6881.767184,388.0248845,295.6966097,0,1,0,0
4253.42,1666.02,-7413.09,-114.39,111.71,-221.34,157.8,245.55,-43.95,8707.531664,273.0486986,295.1732457,0,1,0,0
4357.91,334.96,-8098.14,26.52,-28.66,-94.88,159.45,247.05,-44.1,9202.361068,102.6007817,297.3261088,0,1,0,0
3777.34,52.73,-6958.01,117.56,-29.02,-12.07,159.45,247.05,-44.1,7917.384738,121.6889432,297.3261088,0,1,0,0
647.95,378.42,-2898.93,222.74,-228.05,49.94,154.65,249.75,-47.1,2994.467573,322.6668773,297.5064621,0,1,0,0
624.51,409.18,-2445.31,250.91,-289.45,48.41,154.65,250.5,-48.45,2556.752238,386.109646,298.3526018,0,1,0,0
643.55,537.6,-1794.43,274.39,-335.18,56.65,154.65,250.5,-48.45,1980.694168,436.8577881,298.3526018,0,1,0,0
540.53,642.09,-1219.73,286.1,-354.82,59.15,154.65,250.5,-48.45,1480.605796,459.6184993,298.3526018,0,1,0,0
418.95,747.56,-329.1,293.6,-366.77,43.84,151.05,253.05,-52.8,917.9716042,471.8507587,299.3964679,0,1,0,0
352.54,710.94,118.16,293.23,-362.87,22.5,149.55,253.05,-54.6,802.2979003,467.0810634,298.965993,0,1,0,0
389.65,648.93,519.04,296.65,-347.32,-4.21,149.55,253.05,-54.6,917.7907109,456.782365,298.965993,0,1,0,0
703.61,477.54,878.42,292.68,-315.37,-33.66,147.15,255.15,-58.8,1222.59281,431.5701738,300.353267,0,1,0,0
885.25,374.02,999.51,289.63,-280.79,-62.74,147,255,-61.2,1386.570865,408.2460883,300.6317349,0,1,0,0
962.4,301.76,1323.73,274.63,-241.34,-85.85,147,255,-61.2,1664.191687,375.5487385,300.6317349,0,1,0,0
1136.23,-19.04,1867.68,232.74,-219.7,-80.49,146.4,257.55,-66.15,2186.231853,330.0221776,303.5470062,0,1,0,0
590.82,-250.98,3167.97,170.73,-26.28,62.74,144.15,259.05,-72,3232.351026,183.7816065,305.0739664,0,1,0,0
78.61,-243.65,3593.26,116.1,4.39,87.5,144.15,259.05,-72,3602.368982,145.4466641,305.0739664,0,1,0,0
-452.15,-257.81,4067.87,15,33.96,95.67,145.8,256.5,-71.1,4101.033035,102.6208093,303.4882205,0,1,0,0
-824.22,-359.38,4147.46,-137.26,73.6,62.56,145.8,256.5,-71.1,4243.809261,167.8422509,303.4882205,0,1,0,0
-569.82,-211.91,3680.18,-308.78,144.63,10,144.75,256.95,-70.35,3730.057039,341.1201039,303.1913381,0,1,0,0
12.21,35.64,2942.38,-397.07,207.87,9.51,145.5,258,-70.35,2942.621171,448.2911575,304.4394398,0,1,0,0
515.63,503.91,2028.32,-472.5,264.27,48.11,144.9,255.6,-65.4,2152.645258,543.5158277,301.0058637,0,1,0,0
776.86,871.09,1379.39,-497.99,299.63,89.27,146.55,254.55,-63.45,1806.9383,587.9977125,300.4971007,0,1,0,0
861.82,1200.2,651.86,-498.11,339.88,103.11,146.25,256.05,-62.7,1614.972202,611.77092,301.4663414,0,1,0,0
784.67,1343.75,24.41,-469.7,372.38,88.66,146.25,256.05,-62.7,1556.266982,605.9253667,301.4663414,0,1,0,0
490.23,1403.81,-693.36,-404.39,435.85,62.44,146.25,256.05,-62.7,1640.657203,597.8254329,301.4663414,0,1,0,0
425.29,1533.69,-1262.21,-343.66,494.82,46.46,147.75,250.65,-55.35,2031.317475,604.2413091,296.1741169,0,1,0,0
491.7,1696.78,-2080.57,-245.98,525.79,-8.96,147,250.65,-54.15,2729.396047,580.5528108,295.5784921,0,1,0,0
742.68,1990.23,-3186.52,-152.38,568.6,-125.43,149.7,250.05,-49.65,3829.686507,601.8789823,295.6352736,0,1,0,0
1603.03,2105.96,-3664.55,-155.3,499.09,-221.34,152.55,249.9,-48.75,4520.364964,567.6269142,296.8131988,0,1,0,0
2600.59,2015.63,-4117.19,-188.78,292.56,-249.09,156.75,247.05,-45.6,5270.397152,428.1063771,296.1142094,0,1,0,0
3663.57,1509.77,-5425.78,-228.84,-13.23,-222.68,157.05,250.35,-43.95,6718.648615,319.5765337,298.783245,0,1,0,0
3935.06,717.77,-6776.37,-165.3,-204.39,-83.84,158.7,247.05,-41.85,7868.867857,275.9139498,296.5987441,0,1,0,0
3114.26,115.23,-6352.05,-58.48,-203.41,41.52,160.05,247.5,-43.5,7075.339745,215.6836779,297.9337217,0,1,0,0
1998.05,231.93,-4633.3,40.43,-136.1,81.77,158.25,247.05,-45.15,5051.085449,163.8417767,296.8421929,0,1,0,0
1071.29,253.91,-3258.3,97.68,-73.96,93.84,157.95,246.15,-45.6,3439.280658,154.3289007,296.0023395,0,1,0,0
420.41,192.38,-2279.79,116.22,-48.17,101.77,156.3,247.2,-44.25,2326.197987,161.8164707,295.796539,0,1,0,0
55.66,133.3,-1764.16,118.11,-56.89,101.46,156.3,247.2,-44.25,1770.064245,165.772663,295.796539,0,1,0,0
-230.96,-37.6,-1231.93,112.07,-99.94,90.61,156,246.15,-44.4,1253.95686,175.3791909,294.7832806,0,1,0,0
-434.08,-21.48,-924.8,105.06,-141.4,53.96,154.35,248.4,-45.75,1021.832607,184.2369268,296.0059881,0,0,1,0
-411.62,0,-742.19,88.84,-156.22,25.43,154.2,248.55,-47.1,848.6913576,181.5045975,296.2653414,0,0,1,0
-374.51,-46.39,-458.01,61.71,-186.59,2.74,152.85,247.2,-45.3,593.4500251,196.5488738,294.1480112,0,0,1,0
-178.71,-139.16,-372.56,58.78,-179.82,-9.15,153.15,249.75,-47.7,436.0088569,189.4044437,296.8253274,0,0,1,0
-101.56,-172.36,-251.95,62.07,-169.57,-7.32,153.15,249.3,-49.95,321.7160327,180.7214769,296.8171407,0,0,1,0
29.3,-150.88,-104.98,54.51,-149.88,-0.3,152.1,250.35,-50.85,186.1291616,159.484935,297.3133953,0,0,1,0
94.24,-180.18,97.66,34.82,-133.17,1.04,152.1,250.35,-50.85,225.5736811,137.6508732,297.3133953,0,0,1,0
93.75,-203.13,207.52,16.77,-116.04,4.39,148.65,249.3,-50.7,305.1481768,117.327689,294.6486085,0,0,1,0
104.98,-276.86,304.69,1.89,-94.21,0.79,148.65,250.8,-51.45,424.862632,94.23226783,296.0482478,0,0,1,0
56.64,-244.63,448.24,-22.01,-69.51,0.55,149.55,249.45,-50.85,513.7811052,72.91352892,295.2562065,0,0,1,0
44.92,-249.02,525.39,-42.74,-56.4,5.43,149.55,249.15,-52.05,583.1495682,70.97289976,295.2120043,0,0,1,0
53.71,-241.7,565.43,-59.94,-54.76,3.05,149.55,249.15,-52.05,617.2639136,81.24508416,295.2120043,0,0,1,0
127.44,-225.59,547.36,-90.91,-65.3,2.99,145.95,248.1,-52.2,605.5863038,111.9716848,292.5403434,0,0,1,0
229.98,-92.29,368.65,-121.83,-74.57,2.13,145.95,248.1,-52.2,444.1971038,142.8557689,292.5403434,0,0,1,0
355.96,-6.84,148.44,-139.45,-73.05,1.65,147.3,247.5,-52.8,385.7314361,157.4335654,292.8162905,0,0,1,0
440.92,34.18,-206.54,-139.09,-49.39,4.51,147.75,246.75,-52.35,488.0957799,147.6676684,292.3288345,0,0,1,0
502.93,35.16,-536.13,-108.54,-8.78,13.48,148.5,247.5,-53.4,735.9417011,109.7257053,293.5303391,0,0,1,0
502.93,80.08,-729.49,-72.5,22.26,21.28,148.2,245.4,-52.2,889.6668204,78.76925796,291.3919011,0,0,1,0
486.82,174.32,-759.28,-43.35,56.52,26.1,147.45,246.6,-53.7,918.6333835,75.86133996,292.2956594,0,0,1,0
470.7,238.28,-739.75,-38.48,64.76,26.28,147.75,246.75,-53.85,908.6065765,79.78224364,292.6011748,0,0,1,0
436.52,311.04,-760.74,-49.39,61.04,26.95,147.75,246.75,-53.85,930.6024606,83.01539737,292.6011748,0,0,1,0
414.55,350.59,-827.15,-64.33,49.7,24.51,150.15,245.4,-50.4,989.4150661,84.90688429,292.0724953,0,0,1,0
373.05,414.06,-967.29,-80.06,25.67,22.26,148.5,244.8,-50.55,1116.361021,86.97160514,290.7483319,0,0,1,0
340.33,408.2,-1216.8,-98.84,-6.28,23.11,148.5,244.8,-50.55,1327.800433,101.6998333,290.7483319,0,0,1,0
324.22,402.34,-1317.38,-102.13,-25.91,19.76,148.05,243.6,-52.05,1415.092276,107.2022509,289.7739895,0,0,1,0
309.08,402.83,-1382.81,-94.82,-28.23,20.12,147,242.55,-50.1,1473.080429,100.9583067,288.0095702,0,0,1,0
283.69,375.49,-1405.27,-81.4,-20.85,22.56,149.4,243.15,-50.7,1481.977236,87.00365567,289.8495687,0,0,1,0
231.45,372.07,-1366.7,-70.37,-11.52,23.29,149.4,243.15,-50.7,1435.226142,75.01380806,289.8495687,0,0,1,0
169.92,378.42,-1303.22,-62.93,0.43,24.39,149.4,243.15,-50.7,1367.646472,67.49253218,289.8495687,0,0,1,0
95.7,374.02,-1229,-60.55,13.35,23.72,148.95,242.25,-49.2,1288.212114,66.38647001,288.6031964,0,0,1,0
59.57,363.77,-1207.52,-54.94,22.62,24.63,148.95,242.25,-49.2,1262.5299,64.31722087,288.6031964,1,0,0,0
7.32,364.75,-1199.71,-48.78,30.61,20.79,147,241.35,-49.8,1253.953838,61.22650243,286.9474908,1,0,0,0
-25.88,354.49,-1210.45,-41.4,30.85,15.55,147,241.35,-49.8,1261.555443,53.92109977,286.9474908,1,0,0,0
-39.55,392.09,-1225.1,-26.65,22.62,6.22,146.7,241.95,-49.2,1286.922212,35.50458139,287.1956345,1,0,0,0
-24.9,401.86,-1246.09,-26.77,13.84,2.99,146.7,241.95,-49.2,1309.523485,30.28396605,287.1956345,1,0,0,0
8.79,388.67,-1283.69,-28.54,2.68,0.12,149.4,240.3,-50.4,1341.268671,28.66580541,287.4101773,1,0,0,0
23.93,370.12,-1298.34,-24.51,-4.76,1.22,149.4,240.3,-50.4,1350.277088,24.9977219,287.4101773,1,0,0,0
76.17,344.24,-1252.93,-15.85,-13.54,2.8,147.75,241.35,-48.3,1301.59004,21.03316667,287.0762529,1,0,0,0
84.47,339.36,-1230.96,-13.66,-10.49,2.87,146.4,239.55,-48.45,1279.672971,17.46060136,284.893954,1,0,0,0
83.98,340.82,-1189.45,-12.13,-6.28,3.78,147.3,240.6,-48,1240.162173,14.17263913,286.1636769,1,0,0,0
77.64,313.96,-1118.16,-10.12,-2.01,7.32,147.3,240.6,-48,1163.993401,12.65056916,286.1636769,1,0,0,0
51.76,314.45,-1075.2,-10.67,-1.22,5.06,148.95,239.25,-47.7,1121.433431,11.87185327,285.8355384,1,0,0,0
59.57,340.33,-1053.22,-9.63,0.3,7.68,147,237.9,-46.05,1108.44281,12.32109167,283.4184406,1,0,0,0
61.52,337.4,-1076.17,-12.87,2.07,6.28,148.05,238.95,-46.8,1129.497826,14.46928471,284.9669191,1,0,0,0
85.94,340.33,-1094.73,-8.84,-0.55,11.04,147.9,239.55,-49.2,1149.627751,14.15378748,285.7958231,1,0,0,0
73.24,337.4,-1097.66,-6.1,-4.82,10.79,148.05,238.65,-46.05,1150.678206,13.29911651,284.5930911,1,0,0,0
106.45,343.75,-1078.61,-4.33,-5.91,10,148.05,238.65,-46.05,1137.055494,12.39665277,284.5930911,1,0,0,0
119.63,330.08,-1022.46,-7.68,-8.17,8.41,148.05,242.1,-48.75,1081.059015,14.01639754,287.9371025,1,0,0,0
105.96,325.2,-992.68,-13.23,-13.05,7.68,147.9,240.3,-48.15,1049.950544,20.10765526,286.246262,1,0,0,0
125.98,313.96,-960.45,-17.44,-15.85,6.22,147.9,240.3,-48.15,1018.285836,24.37343841,286.246262,1,0,0,0
130.37,304.2,-960.94,-17.99,-19.63,10.73,150.15,240,-48.15,1016.336391,28.7073144,287.1644912,1,0,0,0
152.83,321.29,-979.98,-15.61,-18.96,13.17,146.7,238.8,-48.15,1042.56658,27.8675905,284.3672845,1,0,0,0
153.32,300.78,-1001.46,-10.73,-14.51,14.21,147.3,239.85,-47.55,1056.833839,22.96948193,285.4580792,1,0,0,0
161.62,318.36,-1007.81,-3.9,-4.27,12.13,147.3,239.85,-47.55,1069.18432,13.43799836,285.4580792,1,0,0,0
125,330.08,-977.05,-1.83,-0.79,11.77,148.05,238.95,-47.55,1038.847683,11.93758351,285.0910512,1,0,0,0
87.4,317.87,-938.48,2.87,1.95,12.5,147,238.65,-46.8,994.6983499,12.97264044,284.1708333,1,0,0,0
84.96,329.1,-917.48,2.87,-5.37,8.48,145.8,237,-47.25,978.41431,10.4395498,282.2396189,1,0,0,0
80.57,320.31,-933.11,1.16,-10.91,7.44,148.8,238.2,-47.55,989.8405392,13.25621741,284.8537914,1,0,0,0
69.34,303.71,-962.4,1.89,-17.01,5.98,148.8,238.2,-48,1011.563918,18.12932983,284.9292544,1,0,0,0
101.07,319.82,-991.21,5.24,-22.62,10.3,148.8,238.2,-48,1046.421159,25.4010236,284.9292544,1,0,0,0
134.77,311.52,-1027.34,7.56,-26.89,9.27,146.55,238.2,-48.75,1081.958936,29.43057254,283.8885433,1,0,0,0
132.32,311.52,-1004.39,7.01,-22.32,7.93,147.9,238.35,-48.15,1059.883279,24.7023764,284.6112348,1,0,0,0
121.09,333.01,-953.13,3.11,-14.88,9.02,147.9,238.35,-48.15,1016.865402,17.67616757,284.6112348,1,0,0,0
116.21,322.27,-956.54,0.18,-5.98,7.56,147.15,237.6,-48.9,1016.037149,9.64087133,283.7218576,1,0,0,0
103.52,312.99,-969.73,-2.26,-2.56,9.94,147.3,239.85,-49.35,1024.234057,10.51022359,285.7634249,1,0,0,0
90.33,302.73,-994.14,-0.91,0.79,4.51,147.45,238.35,-48.9,1043.129571,4.66822236,284.5055975,1,0,0,0
54.69,303.71,-963.38,2.26,-5,3.23,147.45,238.35,-48.9,1011.598628,6.367142216,284.5055975,1,0,0,0
28.32,309.08,-956.54,3.17,-11.1,3.66,146.25,238.95,-48.75,1005.634745,12.11009909,284.363724,1,0,0,0
29.3,317.38,-964.36,1.83,-19.63,4.57,148.65,238.35,-49.2,1015.66666,20.23785315,285.1809689,1,0,0,0
57.62,337.89,-955.57,-5.06,-25.49,4.57,148.65,238.35,-49.2,1015.186555,26.38614409,285.1809689,1,0,0,0
62.99,336.43,-971.19,-5.24,-21.1,4.33,146.25,238.65,-49.05,1029.739239,22.167916,284.1633113,1,0,0,0
29.79,313.48,-958.5,-8.84,-19.27,-0.24,146.7,240.3,-49.2,1008.900096,21.20226639,285.8069628,1,0,0,0
16.11,317.38,-992.68,-5.3,-19.09,1.1,147.45,238.05,-50.4,1042.306663,19.842583,284.5161946,1,0,0,0
25.88,296.88,-996.58,-2.8,-20.49,3.05,147.45,238.05,-50.4,1040.182294,20.90412878,284.5161946,1,0,0,0
-105.96,354,-1104.98,-1.04,-37.99,4.45,144.75,238.95,-47.55,1165.128457,38.26387591,283.3913681,1,0,0,0
-22.95,316.41,-1136.72,-9.09,-53.54,10,146.4,238.8,-47.1,1180.158612,55.21919684,284.036635,1,0,0,0
16.6,361.82,-1038.57,-3.66,-47.5,-2.56,146.4,238.8,-47.1,1099.916777,47.70952945,284.036635,1,0,0,0
18.07,319.34,-1037.11,3.17,-46.46,-1.28,145.2,236.1,-47.4,1085.311804,46.58560829,281.1992354,1,0,0,0
7.32,312.01,-980.47,2.13,-41.1,-4.94,145.5,238.95,-49.35,1028.943751,41.45057901,284.0823384,1,0,0,0
-2.44,311.04,-968.26,-1.4,-40.12,-0.06,145.65,238.35,-48.9,1016.995213,40.14446413,283.5768943,1,0,0,0
-23.44,312.5,-942.38,-4.09,-37.44,3.72,145.65,238.35,-48.9,993.1192013,37.84600507,283.5768943,1,0,0,0
-3.91,101.07,-1301.76,-0.73,-11.83,9.45,147.15,239.55,-49.95,1305.683549,15.1586378,285.538662,1,0,0,0
56.64,357.91,-1073.24,6.22,22.93,4.21,144.9,239.25,-49.65,1132.762886,24.12876706,284.0804376,1,0,0,0
16.11,318.36,-1006.84,14.21,21.46,-6.65,145.2,238.05,-49.65,1056.096306,26.58341964,283.224231,1,0,0,0
18.07,315.92,-951.66,15.49,20.55,-11.89,145.2,238.05,-48.9,1002.890187,28.3480987,283.0937168,1,0,0,0
16.6,307.13,-956.54,17.8,21.1,-6.16,145.2,238.05,-48.9,1004.775183,28.28419347,283.0937168,1,0,0,0
21.97,298.34,-960.45,15.12,18.9,-2.38,145.05,238.2,-48.3,1005.959064,24.32054276,283.0399839,0,0,0,1
17.58,298.83,-960.45,12.13,20.49,-0.49,145.05,238.2,-48.3,1006.018205,23.81632003,283.0399839,0,0,0,1
52.73,294.92,-960.94,11.77,13.41,1.52,143.55,238.2,-48,1006.560452,17.90730019,282.2230368,0,1,0,0
51.27,303.22,-960.45,12.56,12.01,1.1,143.55,238.2,-48,1008.481623,17.41274533,282.2230368,0,1,0,0
